Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,508377.13
Extraction Timestamp,20250727_153828
Monthly Income,"12,000.00"
Total Investment Amount,"2,243,565.96"
Total Investment Final Value,"7,981,521.64"
Total Investment Profit After Tax,"3,222,219.02"
Effective Annual Return After Tax,3.82%
Weighted Monthly Payment (30 years),"7,005.23"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"1,076,433.75"
Weighted Calculation Converged,Yes
