Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),336
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,801750.85
Extraction Timestamp,20250727_155540
Monthly Income,"12,000.00"
Total Investment Amount,"1,530,757.34"
Total Investment Final Value,"5,060,666.54"
Total Investment Profit After Tax,"1,958,117.63"
Effective Annual Return After Tax,3.85%
Weighted Monthly Payment (30 years),"9,290.11"
Weighted Cost (should be ~0),-0.78
Weighted Investment Profit,"1,501,241.88"
Weighted Calculation Converged,Yes
