Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,525795.52
Extraction Timestamp,20250729_010955
Monthly Income,"12,000.00"
Total Investment Amount,"1,746,988.70"
Total Investment Final Value,"7,559,585.32"
Total Investment Profit After Tax,"3,297,658.84"
Effective Annual Return After Tax,4.46%
Weighted Monthly Payment (30 years),"7,712.61"
Weighted Cost (should be ~0),-0.00
Weighted Investment Profit,"1,573,892.88"
Weighted Calculation Converged,Yes
