Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,560460.61
Extraction Timestamp,20250729_032813
Monthly Income,"12,000.00"
Total Investment Amount,"2,200,243.97"
Total Investment Final Value,"8,351,770.42"
Total Investment Profit After Tax,"3,467,344.57"
Effective Annual Return After Tax,4.03%
Weighted Monthly Payment (30 years),"6,609.48"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"1,119,755.81"
Weighted Calculation Converged,Yes
