Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),348
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,722872.44
Extraction Timestamp,20250727_155535
Monthly Income,"12,000.00"
Total Investment Amount,"2,292,622.99"
Total Investment Final Value,"6,978,712.62"
Total Investment Profit After Tax,"2,589,454.75"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"7,318.21"
Weighted Cost (should be ~0),0.16
Weighted Investment Profit,"883,377.16"
Weighted Calculation Converged,Yes
