Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,403377.90
Extraction Timestamp,20250727_190013
Monthly Income,"12,000.00"
Total Investment Amount,"1,932,988.38"
Total Investment Final Value,"5,212,126.37"
Total Investment Profit After Tax,"1,767,931.77"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"6,534.77"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"667,011.72"
Weighted Calculation Converged,Yes
