Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),180
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,330965.08
Extraction Timestamp,20250727_160514
Monthly Income,"12,000.00"
Total Investment Amount,"564,923.13"
Total Investment Final Value,"1,002,993.20"
Total Investment Profit After Tax,"217,951.63"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"8,360.73"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"595,077.34"
Weighted Calculation Converged,Yes
