Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),168
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,346486.79
Extraction Timestamp,20250727_195438
Monthly Income,"12,000.00"
Total Investment Amount,"425,544.23"
Total Investment Final Value,"715,065.64"
Total Investment Profit After Tax,"142,597.36"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"8,689.64"
Weighted Cost (should be ~0),-0.08
Weighted Investment Profit,"590,455.70"
Weighted Calculation Converged,Yes
