Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),240
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,361873.09
Extraction Timestamp,20250727_160759
Monthly Income,"12,000.00"
Total Investment Amount,"1,351,317.08"
Total Investment Final Value,"2,878,771.82"
Total Investment Profit After Tax,"790,171.97"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"6,901.71"
Weighted Cost (should be ~0),-0.56
Weighted Investment Profit,"528,682.36"
Weighted Calculation Converged,Yes
