Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),156
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,272325.74
Extraction Timestamp,20250727_183621
Monthly Income,"12,000.00"
Total Investment Amount,"304,939.64"
Total Investment Final Value,"521,318.90"
Total Investment Profit After Tax,"106,257.48"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"8,757.18"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"567,060.55"
Weighted Calculation Converged,Yes
