Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),300
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,844303.74
Extraction Timestamp,20250727_172029
Monthly Income,"12,000.00"
Total Investment Amount,"1,306,449.18"
Total Investment Final Value,"3,464,000.33"
Total Investment Profit After Tax,"1,162,718.30"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"9,606.31"
Weighted Cost (should be ~0),0.75
Weighted Investment Profit,"1,293,551.58"
Weighted Calculation Converged,Yes
