Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),216
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,480730.78
Extraction Timestamp,20250728_093100
Monthly Income,"12,000.00"
Total Investment Amount,"1,015,203.12"
Total Investment Final Value,"1,893,956.64"
Total Investment Profit After Tax,"444,576.48"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"7,861.16"
Weighted Cost (should be ~0),-0.49
Weighted Investment Profit,"576,796.39"
Weighted Calculation Converged,Yes
