Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),228
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,344315.59
Extraction Timestamp,20250727_160659
Monthly Income,"12,000.00"
Total Investment Amount,"892,525.59"
Total Investment Final Value,"2,008,097.01"
Total Investment Profit After Tax,"577,533.22"
Effective Annual Return After Tax,3.81%
Weighted Monthly Payment (30 years),"8,373.12"
Weighted Cost (should be ~0),0.87
Weighted Investment Profit,"843,475.28"
Weighted Calculation Converged,Yes
