Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),324
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,354658.94
Extraction Timestamp,20250727_180153
Monthly Income,"12,000.00"
Total Investment Amount,"2,037,974.40"
Total Investment Final Value,"6,321,436.31"
Total Investment Profit After Tax,"2,353,772.81"
Effective Annual Return After Tax,3.77%
Weighted Monthly Payment (30 years),"6,586.68"
Weighted Cost (should be ~0),0.95
Weighted Investment Profit,"850,026.55"
Weighted Calculation Converged,Yes
