Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),96
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,96
Total Mortgage Interest,191979.17
Extraction Timestamp,20250727_181736
Monthly Income,"12,000.00"
Total Investment Amount,"29,613.28"
Total Investment Final Value,"32,008.40"
Total Investment Profit After Tax,"1,060.28"
Effective Annual Return After Tax,0.84%
Weighted Monthly Payment (30 years),"8,098.31"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"191,980.14"
Weighted Calculation Converged,Yes
