Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,271850.60
Extraction Timestamp,20250727_164157
Monthly Income,"12,000.00"
Total Investment Amount,"721,135.08"
Total Investment Final Value,"1,257,208.58"
Total Investment Profit After Tax,"266,110.77"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"7,492.16"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"438,864.70"
Weighted Calculation Converged,Yes
