Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),312
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,820631.52
Extraction Timestamp,20250727_180924
Monthly Income,"12,000.00"
Total Investment Amount,"1,513,905.76"
Total Investment Final Value,"4,171,271.51"
Total Investment Profit After Tax,"1,441,859.46"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"9,117.30"
Weighted Cost (should be ~0),-0.70
Weighted Investment Profit,"1,230,093.54"
Weighted Calculation Converged,Yes
