Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),192
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,381979.17
Extraction Timestamp,20250727_190137
Monthly Income,"12,000.00"
Total Investment Amount,"922,020.83"
Total Investment Final Value,"1,573,643.09"
Total Investment Profit After Tax,"323,616.28"
Effective Annual Return After Tax,2.94%
Weighted Monthly Payment (30 years),"7,263.26"
Weighted Cost (should be ~0),-0.39
Weighted Investment Profit,"381,978.78"
Weighted Calculation Converged,Yes
