Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),192
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,531412.57
Extraction Timestamp,20250727_225131
Monthly Income,"12,000.00"
Total Investment Amount,"542,018.84"
Total Investment Final Value,"931,333.44"
Total Investment Profit After Tax,"193,773.71"
Effective Annual Return After Tax,2.98%
Weighted Monthly Payment (30 years),"9,283.67"
Weighted Cost (should be ~0),-0.85
Weighted Investment Profit,"761,980.31"
Weighted Calculation Converged,Yes
