Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),252
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,421475.58
Extraction Timestamp,20250727_182139
Monthly Income,"12,000.00"
Total Investment Amount,"1,240,252.30"
Total Investment Final Value,"2,863,837.35"
Total Investment Profit After Tax,"850,026.77"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"7,806.51"
Weighted Cost (should be ~0),-0.48
Weighted Investment Profit,"783,747.23"
Weighted Calculation Converged,Yes
