Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,779716.05
Extraction Timestamp,20250729_021920
Monthly Income,"12,000.00"
Total Investment Amount,"1,633,290.29"
Total Investment Final Value,"7,050,412.40"
Total Investment Profit After Tax,"3,073,570.03"
Effective Annual Return After Tax,4.45%
Weighted Monthly Payment (30 years),"8,328.83"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"1,686,739.59"
Weighted Calculation Converged,Yes
