Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),360
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1248634.51
Extraction Timestamp,20250727_224612
Monthly Income,"12,000.00"
Total Investment Amount,"1,448,605.14"
Total Investment Final Value,"4,844,379.67"
Total Investment Profit After Tax,"1,901,799.32"
Effective Annual Return After Tax,3.62%
Weighted Monthly Payment (30 years),"10,890.44"
Weighted Cost (should be ~0),0.44
Weighted Investment Profit,"1,871,395.30"
Weighted Calculation Converged,Yes
