Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),252
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,395312.50
Extraction Timestamp,20250727_162806
Monthly Income,"12,000.00"
Total Investment Amount,"1,628,687.50"
Total Investment Final Value,"3,500,035.49"
Total Investment Profit After Tax,"972,130.85"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"6,322.54"
Weighted Cost (should be ~0),-0.68
Weighted Investment Profit,"395,311.82"
Weighted Calculation Converged,Yes
