Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),228
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,258765.22
Extraction Timestamp,20250727_162416
Monthly Income,"12,000.00"
Total Investment Amount,"1,155,965.46"
Total Investment Final Value,"2,481,835.78"
Total Investment Profit After Tax,"683,610.65"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"7,090.09"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"580,034.45"
Weighted Calculation Converged,Yes
