Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),240
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,284346.67
Extraction Timestamp,20250727_195528
Monthly Income,"12,000.00"
Total Investment Amount,"1,391,230.36"
Total Investment Final Value,"3,022,924.98"
Total Investment Profit After Tax,"845,747.40"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"6,559.37"
Weighted Cost (should be ~0),-0.96
Weighted Investment Profit,"488,768.68"
Weighted Calculation Converged,Yes
