Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),300
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,938288.81
Extraction Timestamp,20250727_192616
Monthly Income,"12,000.00"
Total Investment Amount,"1,271,570.31"
Total Investment Final Value,"3,245,039.12"
Total Investment Profit After Tax,"1,059,845.94"
Effective Annual Return After Tax,3.34%
Weighted Monthly Payment (30 years),"9,970.33"
Weighted Cost (should be ~0),0.41
Weighted Investment Profit,"1,328,430.10"
Weighted Calculation Converged,Yes
