Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),156
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,233422.06
Extraction Timestamp,20250727_232555
Monthly Income,"12,000.00"
Total Investment Amount,"343,843.32"
Total Investment Final Value,"592,532.99"
Total Investment Profit After Tax,"122,188.60"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"8,476.57"
Weighted Cost (should be ~0),-0.44
Weighted Investment Profit,"528,156.25"
Weighted Calculation Converged,Yes
