Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),300
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,798607.35
Extraction Timestamp,20250728_091004
Monthly Income,"12,000.00"
Total Investment Amount,"1,467,350.56"
Total Investment Final Value,"3,788,386.87"
Total Investment Profit After Tax,"1,247,232.54"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"9,015.08"
Weighted Cost (should be ~0),0.67
Weighted Investment Profit,"1,132,650.12"
Weighted Calculation Converged,Yes
