Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),240
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,494080.26
Extraction Timestamp,20250727_173435
Monthly Income,"12,000.00"
Total Investment Amount,"886,832.20"
Total Investment Final Value,"2,038,814.45"
Total Investment Profit After Tax,"600,457.55"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"9,017.87"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"993,167.87"
Weighted Calculation Converged,Yes
