Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),264
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,475020.51
Extraction Timestamp,20250727_224906
Monthly Income,"12,000.00"
Total Investment Amount,"1,465,311.15"
Total Investment Final Value,"3,393,537.28"
Total Investment Profit After Tax,"1,013,676.75"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,425.59"
Weighted Cost (should be ~0),0.20
Weighted Investment Profit,"702,689.06"
Weighted Calculation Converged,Yes
