Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,206199.73
Extraction Timestamp,20250729_045956
Monthly Income,"12,000.00"
Total Investment Amount,"89,431.93"
Total Investment Final Value,"154,183.18"
Total Investment Profit After Tax,"31,291.50"
Effective Annual Return After Tax,4.86%
Weighted Monthly Payment (30 years),"8,418.52"
Weighted Cost (should be ~0),0.36
Weighted Investment Profit,"370,775.87"
Weighted Calculation Converged,Yes
