Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),276
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,375083.93
Extraction Timestamp,20250727_160951
Monthly Income,"12,000.00"
Total Investment Amount,"1,458,085.52"
Total Investment Final Value,"3,793,672.96"
Total Investment Profit After Tax,"1,245,523.20"
Effective Annual Return After Tax,3.72%
Weighted Monthly Payment (30 years),"7,487.87"
Weighted Cost (should be ~0),0.24
Weighted Investment Profit,"853,914.72"
Weighted Calculation Converged,Yes
