Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),144
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,321311.31
Extraction Timestamp,20250728_095534
Monthly Income,"12,000.00"
Total Investment Amount,"310,415.64"
Total Investment Final Value,"443,967.99"
Total Investment Profit After Tax,"63,835.87"
Effective Annual Return After Tax,2.61%
Weighted Monthly Payment (30 years),"8,380.28"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"417,584.30"
Weighted Calculation Converged,Yes
