Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),252
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,690951.29
Extraction Timestamp,20250727_192112
Monthly Income,"12,000.00"
Total Investment Amount,"1,117,074.87"
Total Investment Final Value,"2,352,368.41"
Total Investment Profit After Tax,"640,794.74"
Effective Annual Return After Tax,3.14%
Weighted Monthly Payment (30 years),"8,935.29"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"906,925.43"
Weighted Calculation Converged,Yes
