Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),120
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,326338.32
Extraction Timestamp,20250727_185607
Monthly Income,"12,000.00"
Total Investment Amount,"41,457.81"
Total Investment Final Value,"46,262.90"
Total Investment Profit After Tax,"2,148.23"
Effective Annual Return After Tax,0.95%
Weighted Monthly Payment (30 years),"9,253.35"
Weighted Cost (should be ~0),-0.80
Weighted Investment Profit,"445,775.93"
Weighted Calculation Converged,Yes
