Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,114951.41
Extraction Timestamp,20250729_002953
Monthly Income,"12,000.00"
Total Investment Amount,"165,092.82"
Total Investment Final Value,"268,975.65"
Total Investment Profit After Tax,"49,916.63"
Effective Annual Return After Tax,4.33%
Weighted Monthly Payment (30 years),"7,743.23"
Weighted Cost (should be ~0),0.41
Weighted Investment Profit,"275,509.15"
Weighted Calculation Converged,Yes
