Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),276
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,539280.15
Extraction Timestamp,20250727_173652
Monthly Income,"12,000.00"
Total Investment Amount,"1,620,604.63"
Total Investment Final Value,"3,823,817.49"
Total Investment Profit After Tax,"1,164,443.58"
Effective Annual Return After Tax,3.32%
Weighted Monthly Payment (30 years),"7,352.85"
Weighted Cost (should be ~0),-0.35
Weighted Investment Profit,"691,395.02"
Weighted Calculation Converged,Yes
