Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),264
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,857394.87
Extraction Timestamp,20250728_000640
Monthly Income,"12,000.00"
Total Investment Amount,"745,767.60"
Total Investment Final Value,"1,811,272.96"
Total Investment Profit After Tax,"563,682.55"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"10,867.48"
Weighted Cost (should be ~0),0.10
Weighted Investment Profit,"1,422,232.50"
Weighted Calculation Converged,Yes
