Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),156
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,345200.54
Extraction Timestamp,20250727_193524
Monthly Income,"12,000.00"
Total Investment Amount,"259,090.97"
Total Investment Final Value,"423,354.59"
Total Investment Profit After Tax,"80,337.86"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"9,141.73"
Weighted Cost (should be ~0),-0.15
Weighted Investment Profit,"612,908.88"
Weighted Calculation Converged,Yes
