Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),156
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,361041.52
Extraction Timestamp,20250727_173133
Monthly Income,"12,000.00"
Total Investment Amount,"352,390.92"
Total Investment Final Value,"537,600.11"
Total Investment Profit After Tax,"89,746.39"
Effective Annual Return After Tax,2.85%
Weighted Monthly Payment (30 years),"8,685.83"
Weighted Cost (should be ~0),-0.14
Weighted Investment Profit,"519,608.94"
Weighted Calculation Converged,Yes
