Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),288
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,833096.76
Extraction Timestamp,20250727_224103
Monthly Income,"12,000.00"
Total Investment Amount,"1,304,736.48"
Total Investment Final Value,"3,171,583.04"
Total Investment Profit After Tax,"993,918.75"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"9,404.72"
Weighted Cost (should be ~0),0.27
Weighted Investment Profit,"1,151,263.79"
Weighted Calculation Converged,Yes
