Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),288
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,734631.03
Extraction Timestamp,20250728_084020
Monthly Income,"12,000.00"
Total Investment Amount,"1,469,872.72"
Total Investment Final Value,"3,582,684.81"
Total Investment Profit After Tax,"1,124,717.28"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"8,626.38"
Weighted Cost (should be ~0),0.14
Weighted Investment Profit,"986,127.42"
Weighted Calculation Converged,Yes
