Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,457519.24
Extraction Timestamp,20250727_192023
Monthly Income,"12,000.00"
Total Investment Amount,"1,995,938.26"
Total Investment Final Value,"7,647,972.69"
Total Investment Profit After Tax,"3,188,644.94"
Effective Annual Return After Tax,4.06%
Weighted Monthly Payment (30 years),"7,489.58"
Weighted Cost (should be ~0),0.59
Weighted Investment Profit,"1,324,062.33"
Weighted Calculation Converged,Yes
