Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),108
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,99747.40
Extraction Timestamp,20250727_180735
Monthly Income,"12,000.00"
Total Investment Amount,"48,111.23"
Total Investment Final Value,"76,216.72"
Total Investment Profit After Tax,"13,400.60"
Effective Annual Return After Tax,4.54%
Weighted Monthly Payment (30 years),"7,990.41"
Weighted Cost (should be ~0),-0.44
Weighted Investment Profit,"248,994.94"
Weighted Calculation Converged,Yes
