Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),216
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,353921.87
Extraction Timestamp,20250727_153139
Monthly Income,"12,000.00"
Total Investment Amount,"1,056,333.79"
Total Investment Final Value,"2,070,048.18"
Total Investment Profit After Tax,"515,868.86"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"7,344.02"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"535,666.19"
Weighted Calculation Converged,Yes
