Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),324
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,371377.29
Extraction Timestamp,20250727_190158
Monthly Income,"12,000.00"
Total Investment Amount,"2,368,195.49"
Total Investment Final Value,"6,880,653.53"
Total Investment Profit After Tax,"2,466,281.24"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"5,661.86"
Weighted Cost (should be ~0),0.20
Weighted Investment Profit,"519,804.71"
Weighted Calculation Converged,Yes
