Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),228
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,217709.15
Extraction Timestamp,20250727_162123
Monthly Income,"12,000.00"
Total Investment Amount,"1,300,943.95"
Total Investment Final Value,"2,741,441.84"
Total Investment Profit After Tax,"741,372.75"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"6,386.55"
Weighted Cost (should be ~0),0.76
Weighted Investment Profit,"435,056.81"
Weighted Calculation Converged,Yes
