Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),240
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,461502.58
Extraction Timestamp,20250727_193937
Monthly Income,"12,000.00"
Total Investment Amount,"1,188,130.08"
Total Investment Final Value,"2,522,443.69"
Total Investment Profit After Tax,"690,158.73"
Effective Annual Return After Tax,3.34%
Weighted Monthly Payment (30 years),"7,781.76"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"691,870.05"
Weighted Calculation Converged,Yes
