Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),120
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,310558.17
Extraction Timestamp,20250727_193246
Monthly Income,"12,000.00"
Total Investment Amount,"55,082.41"
Total Investment Final Value,"62,668.25"
Total Investment Profit After Tax,"3,411.14"
Effective Annual Return After Tax,1.11%
Weighted Monthly Payment (30 years),"9,056.32"
Weighted Cost (should be ~0),0.72
Weighted Investment Profit,"418,399.39"
Weighted Calculation Converged,Yes
