Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),192
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,450843.74
Extraction Timestamp,20250728_104834
Monthly Income,"12,000.00"
Total Investment Amount,"750,209.20"
Total Investment Final Value,"1,279,915.84"
Total Investment Profit After Tax,"263,173.07"
Effective Annual Return After Tax,2.94%
Weighted Monthly Payment (30 years),"8,188.70"
Weighted Cost (should be ~0),0.28
Weighted Investment Profit,"553,791.07"
Weighted Calculation Converged,Yes
