Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,629088.95
Extraction Timestamp,20250727_155606
Monthly Income,"12,000.00"
Total Investment Amount,"1,824,368.55"
Total Investment Final Value,"6,962,977.49"
Total Investment Profit After Tax,"2,899,276.04"
Effective Annual Return After Tax,4.05%
Weighted Monthly Payment (30 years),"8,334.95"
Weighted Cost (should be ~0),-0.54
Weighted Investment Profit,"1,495,630.92"
Weighted Calculation Converged,Yes
