Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),252
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,380155.94
Extraction Timestamp,20250727_185901
Monthly Income,"12,000.00"
Total Investment Amount,"1,327,706.07"
Total Investment Final Value,"3,046,567.12"
Total Investment Profit After Tax,"899,307.26"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"7,380.95"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"696,294.06"
Weighted Calculation Converged,Yes
