Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),156
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,376105.81
Extraction Timestamp,20250727_191608
Monthly Income,"12,000.00"
Total Investment Amount,"427,568.26"
Total Investment Final Value,"628,577.55"
Total Investment Profit After Tax,"96,751.43"
Effective Annual Return After Tax,2.59%
Weighted Monthly Payment (30 years),"8,332.59"
Weighted Cost (should be ~0),0.34
Weighted Investment Profit,"444,432.08"
Weighted Calculation Converged,Yes
