Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),120
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,273884.29
Extraction Timestamp,20250728_103104
Monthly Income,"12,000.00"
Total Investment Amount,"124,150.93"
Total Investment Final Value,"149,775.60"
Total Investment Profit After Tax,"11,719.04"
Effective Annual Return After Tax,1.63%
Weighted Monthly Payment (30 years),"8,418.55"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"326,009.59"
Weighted Calculation Converged,Yes
