Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),120
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,125298.21
Extraction Timestamp,20250727_142948
Monthly Income,"12,000.00"
Total Investment Amount,"214,613.36"
Total Investment Final Value,"329,757.89"
Total Investment Profit After Tax,"55,081.42"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"7,436.83"
Weighted Cost (should be ~0),-0.61
Weighted Investment Profit,"225,386.03"
Weighted Calculation Converged,Yes
