Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),360
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,458546.36
Extraction Timestamp,20250727_180654
Monthly Income,"12,000.00"
Total Investment Amount,"2,694,848.35"
Total Investment Final Value,"8,931,722.49"
Total Investment Profit After Tax,"3,482,746.53"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"5,738.40"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"625,151.67"
Weighted Calculation Converged,Yes
