Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),276
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,654391.74
Extraction Timestamp,20250727_184750
Monthly Income,"12,000.00"
Total Investment Amount,"1,355,076.20"
Total Investment Final Value,"3,242,573.79"
Total Investment Profit After Tax,"999,487.56"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"8,540.90"
Weighted Cost (should be ~0),0.54
Weighted Investment Profit,"956,924.34"
Weighted Calculation Converged,Yes
