Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),264
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,241771.82
Extraction Timestamp,20250727_152047
Monthly Income,"12,000.00"
Total Investment Amount,"1,781,310.01"
Total Investment Final Value,"4,200,517.72"
Total Investment Profit After Tax,"1,273,668.40"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"5,696.01"
Weighted Cost (should be ~0),0.37
Weighted Investment Profit,"386,690.36"
Weighted Calculation Converged,Yes
