Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),300
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,751448.76
Extraction Timestamp,20250727_192527
Monthly Income,"12,000.00"
Total Investment Amount,"1,712,037.95"
Total Investment Final Value,"4,248,130.43"
Total Investment Profit After Tax,"1,356,366.72"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"8,168.93"
Weighted Cost (should be ~0),0.48
Weighted Investment Profit,"887,962.53"
Weighted Calculation Converged,Yes
