Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),348
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,1262632.41
Extraction Timestamp,20250727_231545
Monthly Income,"12,000.00"
Total Investment Amount,"1,178,974.00"
Total Investment Final Value,"3,944,514.02"
Total Investment Profit After Tax,"1,544,119.95"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"11,475.30"
Weighted Cost (should be ~0),0.44
Weighted Investment Profit,"1,997,026.44"
Weighted Calculation Converged,Yes
