Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),228
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,536953.62
Extraction Timestamp,20250728_101324
Monthly Income,"12,000.00"
Total Investment Amount,"1,006,032.60"
Total Investment Final Value,"1,986,975.60"
Total Investment Profit After Tax,"501,586.40"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"8,351.48"
Weighted Cost (should be ~0),-0.31
Weighted Investment Profit,"729,967.09"
Weighted Calculation Converged,Yes
