Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),324
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,754120.21
Extraction Timestamp,20250727_180857
Monthly Income,"12,000.00"
Total Investment Amount,"1,332,157.32"
Total Investment Final Value,"4,401,634.29"
Total Investment Profit After Tax,"1,695,427.06"
Effective Annual Return After Tax,4.00%
Weighted Monthly Payment (30 years),"9,567.28"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"1,555,842.31"
Weighted Calculation Converged,Yes
