Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),144
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,364924.42
Extraction Timestamp,20250727_183649
Monthly Income,"12,000.00"
Total Investment Amount,"286,993.52"
Total Investment Final Value,"392,843.11"
Total Investment Profit After Tax,"50,129.19"
Effective Annual Return After Tax,2.28%
Weighted Monthly Payment (30 years),"8,599.22"
Weighted Cost (should be ~0),-0.54
Weighted Investment Profit,"441,005.94"
Weighted Calculation Converged,Yes
