Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),312
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,478369.28
Extraction Timestamp,20250727_184333
Monthly Income,"12,000.00"
Total Investment Amount,"1,915,468.55"
Total Investment Final Value,"5,448,773.02"
Total Investment Profit After Tax,"1,921,148.82"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"7,036.45"
Weighted Cost (should be ~0),0.27
Weighted Investment Profit,"828,531.72"
Weighted Calculation Converged,Yes
